,room,time,capacity,occupancy,occupancyCount,module,size,hour,date,time_0,associated,authenticated,capacity_y
0,B004,Mon Nov 02 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,2.0,,,,
1,B004,Mon Nov 02 10:00:00,160.0,50%,80.0,IS40640,49.0,10.0,2.0,,,,
2,B004,Mon Nov 02 11:00:00,160.0,25%,40.0,IS40640,49.0,11.0,2.0,,,,
3,B004,Mon Nov 02 12:00:00,160.0,25%,40.0,COMP20020,98.0,12.0,2.0,,,,
4,B004,Mon Nov 02 13:00:00,160.0,50%,80.0,Booked by School of CS (no other data available),,13.0,2.0,,,,
5,B004,Mon Nov 02 14:00:00,160.0,25%,40.0,SCI30060,66.0,14.0,2.0,,,,
6,B004,Mon Nov 02 15:00:00,160.0,0%,0.0,COMP41110,19.0,15.0,2.0,,,,
7,B004,Mon Nov 02 16:00:00,160.0,75%,120.0,,,16.0,2.0,,,,
8,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:02:20,62.0,62.0,160.0
9,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:07:24,95.0,95.0,160.0
10,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:12:01,113.0,113.0,160.0
11,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:16:53,119.0,119.0,160.0
12,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:21:55,124.0,123.0,160.0
13,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:27:00,122.0,122.0,160.0
14,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:32:07,124.0,124.0,160.0
15,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:37:18,125.0,125.0,160.0
16,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:42:20,125.0,125.0,160.0
17,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:47:30,130.0,129.0,160.0
18,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:52:47,68.0,67.0,160.0
19,B004,Tue Nov 03 09:00:00,160.0,75%,120.0,COMP41450 & COMP30120,143.0,9.0,3.0,Tue Nov 03 09:58:34,20.0,20.0,160.0
20,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:03:51,53.0,52.0,160.0
21,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:08:42,84.0,83.0,160.0
22,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:13:08,97.0,97.0,160.0
23,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:18:06,98.0,97.0,160.0
24,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:23:02,98.0,97.0,160.0
25,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:28:09,102.0,102.0,160.0
26,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:33:16,105.0,105.0,160.0
27,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:38:22,108.0,108.0,160.0
28,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:43:31,106.0,105.0,160.0
29,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:48:43,107.0,107.0,160.0
30,B004,Tue Nov 03 10:00:00,160.0,50%,80.0,COMP10130,112.0,10.0,3.0,Tue Nov 03 10:54:35,108.0,108.0,160.0
31,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:00:16,58.0,58.0,160.0
32,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:05:25,39.0,38.0,160.0
33,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:10:09,51.0,51.0,160.0
34,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:14:50,60.0,58.0,160.0
35,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:19:48,62.0,61.0,160.0
36,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:24:51,66.0,66.0,160.0
37,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:33:13,67.0,67.0,160.0
38,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:40:38,67.0,67.0,160.0
39,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:45:06,67.0,67.0,160.0
40,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:50:25,25.0,25.0,160.0
41,B004,Tue Nov 03 11:00:00,160.0,50%,80.0,COMP20070,107.0,11.0,3.0,Tue Nov 03 11:56:07,59.0,58.0,160.0
42,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:01:23,68.0,66.0,160.0
43,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:06:30,88.0,88.0,160.0
44,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:11:07,100.0,100.0,160.0
45,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:15:55,105.0,105.0,160.0
46,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:20:57,108.0,108.0,160.0
47,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:25:58,105.0,105.0,160.0
48,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:31:02,112.0,112.0,160.0
49,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:36:12,114.0,114.0,160.0
50,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:41:24,116.0,116.0,160.0
51,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:46:32,112.0,112.0,160.0
52,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:51:57,110.0,110.0,160.0
53,B004,Tue Nov 03 12:00:00,160.0,50%,80.0,COMP30080,139.0,12.0,3.0,Tue Nov 03 12:57:37,71.0,70.0,160.0
54,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:03:01,47.0,47.0,160.0
55,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:08:10,49.0,49.0,160.0
56,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:12:42,52.0,52.0,160.0
57,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:17:24,52.0,52.0,160.0
58,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:22:20,56.0,56.0,160.0
59,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:27:29,53.0,53.0,160.0
60,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:32:38,57.0,57.0,160.0
61,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:37:50,58.0,58.0,160.0
62,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:42:55,55.0,55.0,160.0
63,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:48:04,57.0,57.0,160.0
64,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:53:30,22.0,22.0,160.0
65,B004,Tue Nov 03 13:00:00,160.0,50%,80.0,COMP20110,103.0,13.0,3.0,Tue Nov 03 13:58:56,38.0,38.0,160.0
66,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:04:19,63.0,63.0,160.0
67,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:09:19,67.0,67.0,160.0
68,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:13:37,65.0,65.0,160.0
69,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:18:32,67.0,66.0,160.0
70,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:23:32,69.0,69.0,160.0
71,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:28:46,76.0,76.0,160.0
72,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:34:16,80.0,80.0,160.0
73,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:39:00,79.0,79.0,160.0
74,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:44:09,83.0,83.0,160.0
75,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:49:24,83.0,83.0,160.0
76,B004,Tue Nov 03 14:00:00,160.0,25%,40.0,STAT40150,0.0,14.0,3.0,Tue Nov 03 14:54:50,80.0,79.0,160.0
77,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:00:19,76.0,76.0,160.0
78,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:05:15,39.0,39.0,160.0
79,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:10:06,57.0,57.0,160.0
80,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:14:28,55.0,55.0,160.0
81,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:19:30,56.0,56.0,160.0
82,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:24:34,57.0,57.0,160.0
83,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:34:49,61.0,61.0,160.0
84,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:39:52,60.0,60.0,160.0
85,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:43:21,60.0,60.0,160.0
86,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:50:39,56.0,56.0,160.0
87,B004,Tue Nov 03 15:00:00,160.0,25%,40.0,COMP20010,108.0,15.0,3.0,Tue Nov 03 15:55:40,58.0,58.0,160.0
88,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:00:49,13.0,13.0,160.0
89,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:05:49,5.0,5.0,160.0
90,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:10:53,6.0,6.0,160.0
91,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:15:24,7.0,7.0,160.0
92,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:20:35,6.0,6.0,160.0
93,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:25:26,6.0,6.0,160.0
94,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:30:26,6.0,6.0,160.0
95,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:35:32,7.0,7.0,160.0
96,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:40:40,6.0,6.0,160.0
97,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:45:45,3.0,3.0,160.0
98,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:50:59,2.0,2.0,160.0
99,B004,Tue Nov 03 16:00:00,160.0,0%,0.0,,,16.0,3.0,Tue Nov 03 16:56:24,0.0,0.0,160.0
100,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:02:00,11.0,11.0,160.0
101,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:06:51,21.0,21.0,160.0
102,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:11:40,28.0,27.0,160.0
103,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:16:35,31.0,31.0,160.0
104,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:24:10,31.0,31.0,160.0
105,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:31:56,33.0,33.0,160.0
106,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:37:05,32.0,32.0,160.0
107,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:42:12,36.0,36.0,160.0
108,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:47:55,35.0,35.0,160.0
109,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:52:27,34.0,34.0,160.0
110,B004,Wed Nov 04 09:00:00,160.0,25%,40.0,COMP30010,79.0,9.0,4.0,Wed Nov 04 09:58:11,33.0,33.0,160.0
111,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:03:14,6.0,6.0,160.0
112,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:08:04,6.0,5.0,160.0
113,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:12:44,3.0,3.0,160.0
114,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:17:55,3.0,3.0,160.0
115,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:22:51,3.0,3.0,160.0
116,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:27:07,3.0,3.0,160.0
117,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:33:22,3.0,3.0,160.0
118,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:38:08,4.0,4.0,160.0
119,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:43:08,6.0,6.0,160.0
120,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:48:26,7.0,7.0,160.0
121,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:53:51,11.0,11.0,160.0
122,B004,Wed Nov 04 10:00:00,160.0,0%,0.0,,,10.0,4.0,Wed Nov 04 10:59:46,30.0,30.0,160.0
123,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:05:09,47.0,47.0,160.0
124,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:09:27,64.0,64.0,160.0
125,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:14:06,63.0,63.0,160.0
126,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:19:02,64.0,64.0,160.0
127,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:23:52,60.0,60.0,160.0
128,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:28:59,62.0,62.0,160.0
129,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:34:15,61.0,61.0,160.0
130,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:39:18,60.0,60.0,160.0
131,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:44:20,61.0,61.0,160.0
132,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:49:32,61.0,61.0,160.0
133,B004,Wed Nov 04 11:00:00,160.0,25%,40.0,COMP20020,98.0,11.0,4.0,Wed Nov 04 11:55:07,53.0,53.0,160.0
134,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:00:51,45.0,44.0,160.0
135,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:06:11,58.0,57.0,160.0
136,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:10:29,73.0,72.0,160.0
137,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:15:15,76.0,76.0,160.0
138,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:23:25,80.0,80.0,160.0
139,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:31:57,66.0,66.0,160.0
140,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:35:30,71.0,71.0,160.0
141,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:40:40,70.0,70.0,160.0
142,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:45:53,74.0,74.0,160.0
143,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:51:28,37.0,37.0,160.0
144,B004,Wed Nov 04 12:00:00,160.0,50%,80.0,COMP20130,74.0,12.0,4.0,Wed Nov 04 12:57:06,20.0,20.0,160.0
145,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:02:27,19.0,19.0,160.0
146,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:07:41,17.0,17.0,160.0
147,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:11:43,17.0,16.0,160.0
148,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:16:29,17.0,17.0,160.0
149,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:21:30,16.0,16.0,160.0
150,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:26:32,17.0,17.0,160.0
151,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:31:34,16.0,16.0,160.0
152,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:36:51,13.0,13.0,160.0
153,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:41:49,10.0,10.0,160.0
154,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:47:04,11.0,11.0,160.0
155,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:52:25,8.0,8.0,160.0
156,B004,Wed Nov 04 13:00:00,160.0,0%,0.0,,,13.0,4.0,Wed Nov 04 13:58:02,9.0,9.0,160.0
157,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:03:37,12.0,12.0,160.0
158,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:08:19,10.0,10.0,160.0
159,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:12:50,12.0,12.0,160.0
160,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:17:36,11.0,11.0,160.0
161,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:22:40,7.0,7.0,160.0
162,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:27:42,11.0,11.0,160.0
163,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:32:53,9.0,9.0,160.0
164,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:38:20,9.0,9.0,160.0
165,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:43:19,8.0,8.0,160.0
166,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:48:20,8.0,8.0,160.0
167,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:53:46,5.0,5.0,160.0
168,B004,Wed Nov 04 14:00:00,160.0,0%,0.0,,,14.0,4.0,Wed Nov 04 14:59:22,5.0,5.0,160.0
169,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:04:34,3.0,3.0,160.0
170,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:09:08,3.0,3.0,160.0
171,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:13:47,1.0,1.0,160.0
172,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:18:36,1.0,1.0,160.0
173,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:23:48,1.0,1.0,160.0
174,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:28:39,2.0,2.0,160.0
175,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:33:45,1.0,1.0,160.0
176,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:38:49,1.0,1.0,160.0
177,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:44:02,1.0,1.0,160.0
178,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:49:14,1.0,1.0,160.0
179,B004,Wed Nov 04 15:00:00,160.0,0%,0.0,COMP30070,84.0,15.0,4.0,Wed Nov 04 15:54:50,2.0,2.0,160.0
180,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:00:14,2.0,2.0,160.0
181,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:05:38,1.0,1.0,160.0
182,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:09:51,0.0,0.0,160.0
183,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:14:42,0.0,0.0,160.0
184,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:19:34,1.0,1.0,160.0
185,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:24:29,1.0,1.0,160.0
186,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:34:40,1.0,1.0,160.0
187,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:39:49,0.0,0.0,160.0
188,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:45:04,0.0,0.0,160.0
189,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:49:12,0.0,0.0,160.0
190,B004,Wed Nov 04 16:00:00,160.0,0%,0.0,,,16.0,4.0,Wed Nov 04 16:55:16,0.0,0.0,160.0
