room,date,month,year,time,maxamp,rssi
B003,21,08,2016,14:15:11,0.000000,58
B003,21,08,2016,14:15:41,0.000000,58
B003,21,08,2016,14:16:11,0.000000,57
B003,21,08,2016,14:16:41,0.000000,56
B003,21,08,2016,14:17:11,0.000000,57
B003,21,08,2016,14:17:41,0.000000,56
