room,date,month,year,time,maxamp,rssi
B004,21,08,2016,14:25:06,0.000000,47
B004,21,08,2016,14:25:36,0.000000,48
B004,21,08,2016,14:26:06,0.000000,47
B004,21,08,2016,14:26:36,0.000000,47
B004,21,08,2016,14:27:06,0.000000,47
B004,21,08,2016,14:27:36,0.000000,47
