room,date,month,year,time,maxamp,rssi
B002,21,08,2016,14:09:21,0.000000,53
B002,21,08,2016,14:09:51,0.000000,52
B002,21,08,2016,14:10:21,0.000000,53
B002,21,08,2016,14:10:51,0.000000,53
B002,21,08,2016,14:11:21,0.000000,54
B002,21,08,2016,14:11:51,0.000000,54


